aid,amount,title,year,startdate,enddate,dir,div
1624242,195035,Collaborative Research: Magnesite Deformation and Potential Roles in the Slip and Seismicity of Subduction Zones,2016,0,0,GEO,ES
1624249,104062,Collaborative Research: Magnesite Deformation and Potential Roles in the Slip and Seismicity of Subduction Zones,2016,0,0,GEO,ES
1624253,87731,Sea Education Association/SSV Corwith Cramer & SSV Robert C. Seamans Oceanographic Instrumentation,2016,0,0,GEO,OS
1624273,50000,I-Corps: Hummingbird Robot,2016,0,0,ENG,IIP
1624280,154232,Collaborative Research: Integrated He-CO2-N2 Isotope and Petrologic Study of Volatiles Cycling via the New Zealand Subduction System,2016,0,0,GEO,ES
1624296,186016,"RAPID: Risk Perception, Threat, and Anxiety Decay in Lone-Wolf Terrorist Events in the US",2016,0,0,SBES,DSES
1624301,30000,Geometric Group Theory and Low-Dimensional Topology: Recent Connections and Advances,2016,0,0,MPS,MS
1624302,190345,ABR/RUI Is the Terrestrial Permian-Triassic Boundary in the Karoo Basin? Implications for the Response of the Terrestrial Ecosystems to the End-Permian Extinction Event,2016,0,0,GEO,ES
1624310,183264,Collaborative Research: Water Concentration and Distribution in the Oceanic Lithosphere,2016,0,0,GEO,OS
1624313,166527,An Interatomic Potential for LixSi Alloys and Its Applications to Lithiation Induced Deformation and Failure in Silicon,2015,0,0,ENG,CMMI
1624315,282150,Collaborative Research: Water Concentration and Distribution in the Oceanic Lithosphere,2016,0,0,GEO,OS
1624317,29607,Doctoral Dissertation Research: How Frontline Work Identifies and Categorizes Human Trafficking,2016,0,0,SBES,DSES
1624320,594314,A Scaffolded Data-Centric Approach to Improved Learning of Introductory Computing Concepts,2016,0,0,EHR,UE
1624321,136265,RUI: Melt Viscosities in Silica-undersaturated Systems,2016,0,0,GEO,ES
1624322,987462,MRI: Development of an Isolated Attosecond Pulse Spectrometer at the Carbon K Edge,2016,0,0,MPS,CHEM
1624325,99639,Modeling Deep Earth Fluids and Diamond Formation,2016,0,0,GEO,ES
1624328,515512,"CPS: Synergy: Collaborative Research: Autonomy Protocols: From Human Behavioral Modeling to Correct-By-Construction, Scalable Control",2016,0,0,CISE,CNS
1624329,133579,Belmont Forum Collaborative Research: ClimateWIse: Climate-Smart Watershed Investments in the Montane Tropics of South America,2016,0,0,GEO,ICER
1624330,50000,I-Corps: Pain-free Database Administration via Workload Intelligence,2016,0,0,ENG,IIP
1624331,99827,EAGER: Effects of Environmental Contaminants on the Lignocellulosic Biomass in Switchgrass Plants,2017,0,0,ENG,CBETS
1624332,4000,"The Minerals, Metals & Materials Society (TMS) Annual Meeting: National Science Foundation Grant Proposal Writing Workshop; Nashville, Tennessee; 14-18 February 2016",2016,0,0,ENG,CMMI
1624335,99176,Belmont Forum Collaborative Research: NILE-NEXUS: Opportunities for a sustainable food-energy-water future in the Blue Nile Mountains of Ethiopia,2016,0,0,GEO,ICER
1624346,42515,Political Instability and Language Endangerment,2017,0,0,SBES,DSES
1624356,5374993,U.S. CMS Operations at the LHC,2017,0,0,MPS,PHYS
1624364,8432,Doctoral Dissertation in Economics:  Voluntary Separation in Infinitely Repeated Prisoner's Dilemma Game:  An Experiment,2016,0,0,SBES,DSES
1624365,509001,"Collaborative Research: Linking Maps, Manuscripts, and Place Names Data to Improve Environmental Knowledge in Alaska",2015,0,0,GEO,PP
1624368,50000,I-Corps: Atomic High Magnetic Field Sensors,2016,0,0,ENG,IIP
1624370,110426,SBP: A Cross-National Experimental Study of Attitudes about Women in Government and Leadership.,2016,0,0,SBES,DSES
1624373,200000,Phase II Lehigh U Site: I/UCRC for Manufacturing and Materials Joining Innovation Center (Ma2JIC),2016,0,0,ENG,IIP
1624374,78465,Collaborative Research: Community Sourcing Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624377,299917,MRI: Acquisition of a Liquid Chromatograph-Mass Spectrometer to Support Student/Faculty Research and Research Training,2016,0,0,MPS,CHEM
1624380,332562,Environmental Change Research Facility at BIOS,2016,0,0,BS,BI
1624382,60002,EAGER: Geometry and Combinatorics of Intersections and Contacts,2016,0,0,CISE,CCF
1624386,30881,Doctoral Dissertation Research: Negotiating Institutional Complexity in Mental Health Courts,2016,0,0,SBES,DSES
1624391,52170,Broadening Participation in STEM Higher Education: Industry's Vital Role,2016,0,0,EHR,UE
1624396,201540,University of Washington-Oceanography R/V Thomas G. Thompson Oceanographic Instrumentation,2016,0,0,GEO,OS
1624398,294797,Technological Origins: Environmental and Behavioral Context of the Earliest Tool Users,2016,0,0,SBES,BCS
1624407,16421,Belmont Forum Collaborative Research: ClimateWIse: Climate-Smart Watershed Investments in the Montane Tropics of South America,2016,0,0,GEO,ICER
1624409,33000,RAPID/Collaborative Research: Disaster Migration and Civil Infrastructure: The Impacts of Sudden Population Influxes on Water and Sanitation Infrastructure,2016,0,0,ENG,CMMI
1624413,150000,"EAGER Collaborative Proposal: A microfluidic platform for the discovery of new, life-like chemical systems",2016,0,0,MPS,CHEM
1624414,192355,Effects of Saharan Dust on the African Easterly Jet-African Easterly Wave System,2017,0,0,GEO,AGS
1624416,225607,MRI: Acquisition of the Bartik High-Performance Computing Cluster,2016,0,0,CISE,CNS
1624417,24990,RAPID/Collaborative Research: Disaster Migration and Civil Infrastructure: The Impacts of Sudden Population Influxes on Water and Sanitation Infrastructure,2016,0,0,ENG,CMMI
1624420,115905,SusChEM: Solubility of Iron Oxides and Gold in Acidic Hydrothermal Brines: Applications to the Origin of Iron Oxide Copper-gold Deposits,2016,0,0,GEO,ES
1624430,415000,MRI: Acquisition of a Shared Next-Generation Computer Cluster to Advance Molecular to Nanoscale Science and Engineering,2016,0,0,MPS,CHEM
1624431,52922,"Collaborative Research: Waves in Volcanic Conduit-crack Systems and Very Long Period Seismicity at Kilauea Volcano, Hawaii",2016,0,0,GEO,ES
1624433,96452,University of Hawaii R/V Kilo Moana Oceanographic Instrumentation - 2016,2016,0,0,GEO,OS
1624434,25000,"Development of a Longitudinal Strategic Plan for Research and Education at The Cayo Santiago Field Station, Puerto Rico",2016,0,0,BS,BI
1624438,86000,AGS-PRF: Improving Space Weather and Space Climate Predictions by Investigating and Modeling Surface Flux Transport on the Sun,2017,0,0,GEO,AGS
1624447,25000,Developing a strategic plan for Pepperwood Preserve,2016,0,0,BS,BI
1624453,266281,Enhancing Capacity for Research and Education at the CCMI Little Cayman Research Centre,2016,0,0,BS,BI
1624461,24998,Developing a Collaborative and Strategic Vision for Mohonk Preserve's Daniel Smiley Research Center,2016,0,0,BS,BI
1624474,10000,"2016 International Microwave Symposium Educational Initiatives for Project Connect: Workshop Support to be held in San Francisco, CA on May 22-27, 2016.",2016,0,0,ENG,ECCS
1624478,644142,Collaborative Research: Community Sourcing Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624479,294146,International Cooperative Administrative Support Services (ICASS) Cost,2016,0,0,OTD,OIS
1624481,119191,MRI: Acquisition of a 213 nm Laser to Accompany an Existing Quadrupole ICPMS at Middlebury College,2016,0,0,GEO,ES
1624485,300000,I/UCRC for Broadband Wireless Access and Applications Center Site at the Catholic University of America,2016,0,0,CISE,CNS
1624488,15000,I/UCRC: University of Arizona Planning Grant: I/UCRC for Center for Intelligent Telemedicine,2016,0,0,CISE,CNS
1624497,200000,Phase II I/UCRC Florida Atlantic University Site: Center for Health Organization Transformation.,2016,0,0,ENG,IIP
1624501,86000,AGS-PRF: Instability of Sheetlike Structures in Alfvenic Turbulence,2016,0,0,GEO,AGS
1624503,199974,I/UCRC: Center for Hybrid Multicore Productivity Research (CHMPR) - Rutgers Site,2016,0,0,CISE,CNS
1624504,153568,Collaborative Research: Constraints From Fault Roughness on the Scale-dependent Strength of Rocks,2016,0,0,GEO,ES
1624509,10968,Doctoral dissertation research: Factors influencing generalization and maintenance of cross-category imitation of Mandarin regional variants,2016,0,0,SBES,BCS
1624513,436543,MRI: Acquisition of a Nanoscribe 3D Laser Lithography System,2016,0,0,ENG,CMMI
1624515,228888,CAREER: Hybrid Bioprinting of Engineered Vascularized Endocrine Tissues,2015,0,0,ENG,CMMI
1624516,128225,Fractionation of Rare-Earth and High-Field Strength Elements by Melting of a Re-equilibrated Mantle,2016,0,0,GEO,ES
1624527,193459,"RUI: Acquisition of Tools for an Ecosystem-Based Approach to Fisheries and Aquatic Resource Research, Education, and Management",2017,0,0,BS,BI
1624533,258060,"Collaborative Research: Quantifying Megathrust Earthquake Ruptures with Coastal Stratigraphy and Tsunami Simulations, South-Central Chile",2016,0,0,GEO,ES
1624536,200000,Phase II I/UCRC Virginia Polytechnic Institute: Center for Wood-Based Composites (WBC),2016,0,0,ENG,IIP
1624538,166905,Collaborative Research: Testing Models for Extension in the Rio Grande Rift-Basin and Range Transition Zone of Southern New Mexico,2016,0,0,GEO,ES
1624539,200000,Phase II I/UCRC Texas A&M Engineering Experiment Station Site: Center for Next Generation Photovoltaics,2016,0,0,ENG,IIP
1624542,267194,"Collaborative Research: Quantifying Megathrust Earthquake Ruptures with Coastal Stratigraphy and Tsunami Simulations, South-Central Chile",2016,0,0,GEO,ES
1624545,105867,"Timescales of Crystallization, Ore Formation, and Cooling of the Bushveld Complex Layered Mafic Intrusion",2016,0,0,GEO,ES
1624546,47275,Evaluating the Role of Fluid and Melts in Mediating Element Recycling and Exhumation During Retrograde Metamorphism Following UHP Metamorphism,2016,0,0,GEO,ES
1624547,85036,Anhydrite in Arc Magmas and its Relationship to Sulfur Degassing and Ore Formation,2016,0,0,GEO,ES
1624549,216389,Collaborative Research: Community Sourcing Introductory Physics for the Life Sciences,2016,0,0,EHR,UE
1624551,97954,Collaborative Research: Paleoseismic Evidence of Earthquakes and Tsunamis along the Southern Part of the Japan Trench,2016,0,0,GEO,ES
1624552,329173,"FSML: Improving collaborative research infrastructure at Gombe National Park, Tanzania",2016,0,0,BS,BI
1624556,136072,"Collaborative Research: Interactions Between Transpressional Structures at the North American-Caribbean Plate Boundary: Geophysical Imaging Beneath Lake Azuei, Haiti",2016,0,0,GEO,ES
1624557,221040,"Collaborative Research: Waves in Volcanic Conduit-crack Systems and Very Long Period Seismicity at Kilauea Volcano, Hawaii",2016,0,0,GEO,ES
1624562,150000,"EAGER Collaborative Proposal: A microfluidic platform for the discovery of new, life-like chemical systems",2016,0,0,MPS,CHEM
1624569,254299,"Adhesion, Friction and Lubrication in Polymeric and Biological Systems",2015,0,0,MPS,MR
1624572,245000,Phase II I/UCRC U. of North Carolina at Charlotte Site: Center for Metamaterials (CfM),2016,0,0,ENG,IIP
1624575,101339,Collaborative Research: Testing Models for Extension in the Rio Grande Rift-Basin and Range Transition Zone of Southern New Mexico,2016,0,0,GEO,ES
1624581,35053,Collaborative Research: The PIPELINE Network,2016,0,0,EHR,UE
1624582,172205,"Structural Architecture and Evolution of the Southern Flank of the Brooks Range Fold and Thrust Belt, Arctic Alaska",2016,0,0,GEO,ES
1624583,390820,"Collaborative Research: Interactions Between Transpressional Structures at the North American-Caribbean Plate Boundary: Geophysical Imaging Beneath Lake Azuei, Haiti",2016,0,0,GEO,ES
1624585,24785,"Advancing Research, Education and Public Engagement at The University of Memphis Meeman Biological Station",2016,0,0,BS,BI
1624587,302125,Tungsten and Ruthenium Isotopic Study of the Chemical Evolution of Earth,2016,0,0,GEO,ES
1624589,154216,Accomplishment-Based Renewal: Experimental Determination of the PVTX and Phase Equilibrium Properties of Aqueous Chloride Fluids at Magmatic-hydrothermal Conditions,2016,0,0,GEO,ES
1624593,231055,FSML: Acquisition of instrumentation at the Skidaway Institute of Oceanography to establish a Laboratory for Imaging Microbial Ecology (LIME),2016,0,0,BS,BI
1624594,18000,2016 Gordon Research Conference on Catalysis: From Theory to Commercialization,2016,0,0,ENG,CBETS
1624599,199998,Phase II I/UCRC Oregon State U. Site: Center for Wood-Based Composites (WBC),2016,0,0,ENG,IIP
1624600,199210,FSML: Improvements to the Capacity of the Kewalo Marine Laboratory,2016,0,0,BS,BI
1624601,265151,A MODERNIZED AQUATICS LABORATORY FOR RESEARCH AND TRAINING AT HIGHLANDS BIOLOGICAL STATION,2017,0,0,BS,BI
1624602,200000,"Phase II U. of Colorado Boulder Site: Center for Membrane Science, Engineering and Technology (MAST)",2016,0,0,ENG,IIP
1624605,198829,I/UCRC: Site application to join I/UCRC known as CHMPR,2016,0,0,CISE,CNS
1624609,50122,Belmont Forum Collaborative Research: NILE-NEXUS: Opportunities for a sustainable food-energy-water future in the Blue Nile Mountains of Ethiopia,2016,0,0,GEO,ICER
1624610,2102128,Collaborative Research: Student Engagement In Mathematics through an Institutional Network for Active Learning (SEMINAL),2016,0,0,EHR,UE
1624612,270740,Collaborative Research: Paleoseismic Evidence of Earthquakes and Tsunamis along the Southern Part of the Japan Trench,2016,0,0,GEO,ES
1624613,539132,MRI:Acquisition of a Zeiss LSM 880 confocal microscope with Airyscan for research and training at North Carolina State University.,2016,0,0,BS,BI
1624615,300000,I/UCRC: Computing and Genomics-An Essential Partnership for Biology Breakthroughs,2016,0,0,CISE,CNS
1624618,86000,AGS-PRF: Constraining Ammonia Emission Sources in Urban Areas Utilizing Nitrogen Stable Isotopes,2016,0,0,GEO,AGS
1624623,126247,"RAPID: COLLABORATIVE RESEARCH: ENSO and Tropical Rain Forest Soil Carbon (CH4, CO2) Fluxes",2016,0,0,BS,EB
1624628,270476,Collaborative Research: Student Engagement in Mathematics through an Institutional Network for Active Learning,2016,0,0,EHR,UE
1624631,15000,I/UCRC: University of Pittsburgh Planning Grant: I/UCRC Center for Intelligent Telemedicine,2016,0,0,CISE,CNS
1624632,15000,I/UCRC: University of Michigan Planning Grant: I/UCRC for the Center for Unmanned Aircraft Systems (C-UAS),2016,0,0,CISE,CNS
1624634,178215,UTMOST: Undergraduate Teaching in Mathematics with Open Software and Textbooks,2016,0,0,EHR,UE
1624639,286060,Collaborative Research: Student Engagement in Mathematics through an Institutional Network for Active Learning,2016,0,0,EHR,UE
1624640,15000,University of New Hampshire Planning Grant: I/UCRC for Metal Deformation Processes (iuFOCUS),2016,0,0,ENG,IIP
1624641,150000,Phase I I/UCRC Clemson University Site: Advanced Mammalian Biomanufacturing Innovation Center (AMBIC),2016,0,0,ENG,IIP
1624642,158449,Expanding Access to Marine Research and Training in Narragansett Bay,2016,0,0,BS,BI
1624643,332442,Collaborative Research: Student Engagement in Mathematics through an Institutional Network for Active Learning,2016,0,0,EHR,UE
1624645,310385,A marine Unoccupied Aircraft Systems (UAS) facility: Building capacity for high-resolution remote sensing and analysis of marine and coastal ecosystems,2016,0,0,BS,BI
1624654,65063,MRI: Acquisition of a Nucleic Acid Analyzer for Research and Teaching,2016,0,0,BS,BI
1624657,197255,Collaborative Research: Constraints From Fault Roughness on the Scale-dependent Strength of Rocks,2016,0,0,GEO,ES
1624658,19375,"RAPID: Collaborative Research: ENSO and Tropical Rain Forest Soil Carbon (CH4, CO2) Fluxes",2016,0,0,BS,EB
1624659,543000,MRI: Acquisition of a Small Angle X-ray Scattering Instrument with In Situ Capabilities,2016,0,0,ENG,CBETS
