aid,instName,address
1637473,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637474,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637479,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1637481,University of Illinois at Urbana-Champaign,"SUITE A, CHAMPAIGN, United States"
1637494,"Association of Universities for Research in Astronomy, Inc.","1331 Pennsylvania Ave. NW, Washington, United States"
1637506,Society For Industrial and Applied Math (SIAM),"3600 Market St., Philadelphia, United States"
1637516,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1637522,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1637523,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637531,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1637532,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1637534,Purdue University,"Young Hall, West Lafayette, United States"
1637535,University of Washington,"4333 Brooklyn Ave NE, Seattle, United States"
1637536,University of Massachusetts Amherst,"Research Administration Building, Hadley, United States"
1637540,Pennsylvania State Univ University Park,"110 Technology Center Building, UNIVERSITY PARK, United States"
1637541,George Mason University,"4400 UNIVERSITY DR, FAIRFAX, United States"
1637544,New York University,"70 WASHINGTON SQUARE S, NEW YORK, United States"
1637546,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1637547,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637548,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1637557,Clarkson University,"8 Clarkson Avenue, Potsdam, United States"
1637559,Syracuse University,"OFFICE OF SPONSORED PROGRAMS, SYRACUSE, United States"
1637562,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637564,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1637566,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637567,DEPARTMENT OF STATE,"2201 C Street NW, Washington, United States"
1637576,Tulane University,"6823 ST CHARLES AVENUE, NEW ORLEANS, United States"
1637585,Northwestern University,"1801 Maple Ave., Evanston, United States"
1637590,Arizona State University,"ORSPA, TEMPE, United States"
1637598,California Institute of Technology,"1200 E California Blvd, PASADENA, United States"
1637601,International Computer Science Institute,"1947 CENTER ST STE 600, Berkeley, United States"
1637604,SUNY at Buffalo,"520 Lee Entrance, Amherst, United States"
1637610,University of Massachusetts Lowell,"600 Suffolk Street, Lowell, United States"
1637613,Oak Ridge Associated Universities,"100 ORAU Way, OAK RIDGE, United States"
1637614,Brown University,"BOX 1929, Providence, United States"
1637630,Marine Biological Laboratory,"7 M B L ST, WOODS HOLE, United States"
1637639,Society for In Vitro Biology,"514 Daniels St, Raleigh, United States"
1637642,University of Arizona,"888 N Euclid Ave, Tucson, United States"
1637643,Northwestern University,"1801 Maple Ave., Evanston, United States"
1637647,Yale University,"Office of Sponsored Projects, New Haven, United States"
1637653,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1637654,Education Development Center,"43 Foundry Avenue, Waltham, United States"
1637656,Ohio State University,"Office of Sponsored Programs, Columbus, United States"
1637660,Simon's Rock of Bard College,"Alford Road, Great Barrington, United States"
1637661,Institute of Ecosystem Studies,"2801 SHARON TPKE, MILLBROOK, United States"
1637682,University of North Carolina Greensboro,"1111 Spring Garden Street, GREENSBORO, United States"
1637685,Institute of Ecosystem Studies,"2801 SHARON TPKE, MILLBROOK, United States"
1637686,University of Colorado at Boulder,"3100 Marine Street, Room 481, Boulder, United States"
1637688,SITKA SOUND SCIENCE CENTER INC,"834 LINCOLN ST #200, SITKA, United States"
1637704,San Diego State University Foundation,"5250 Campanile Drive, San Diego, United States"
1637721,Seattle Pacific University,"3307 3rd Avenue West, Seattle, United States"
1637736,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1637737,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637748,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637753,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1637758,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1637759,Worcester Polytechnic Institute,"100 INSTITUTE RD, WORCESTER, United States"
1637761,Stevens Institute of Technology,"CASTLE POINT ON HUDSON, HOBOKEN, United States"
1637764,Northwestern University,"1801 Maple Ave., Evanston, United States"
1637765,Stevens Institute of Technology,"CASTLE POINT ON HUDSON, HOBOKEN, United States"
1637772,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1637780,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1637789,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1637809,Arizona State University,"ORSPA, TEMPE, United States"
1637813,University of Rochester,"518 HYLAN, RC BOX 270140, Rochester, United States"
1637815,University of Pittsburgh,"University Club, Pittsburgh, United States"
1637816,Rensselaer Polytechnic Institute,"110 8TH ST, Troy, United States"
1637824,Massachusetts Institute of Technology,"77 MASSACHUSETTS AVE, Cambridge, United States"
1637838,Harvard University,"1033 MASSACHUSETTS AVE, Cambridge, United States"
1637843,Gordon Research Conferences,"512 Liberty Lane, West Kingston, United States"
1637853,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637854,Northeastern University,"360 HUNTINGTON AVE, BOSTON, United States"
1637863,University of Georgia Research Foundation Inc,"310 East Campus Rd, ATHENS, United States"
1637875,University of Minnesota-Twin Cities,"200 OAK ST SE, Minneapolis, United States"
1637876,University of South Carolina at Columbia,"Sponsored Awards Management, COLUMBIA, United States"
1637889,Texas A&M Engineering Experiment Station,"TEES State Headquarters Bldg., College Station, United States"
1637892,University of North Carolina at Chapel Hill,"104 AIRPORT DR STE 2200, CHAPEL HILL, United States"
1637899,Illinois Institute of Technology,"10 West 35th Street, Chicago, United States"
1637906,George Washington University,"2121 Eye Street NW, Washington, United States"
1637908,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637915,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1637920,University of Louisville Research Foundation Inc,"The Nucleus, Louisville, United States"
1637927,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637937,University of Maryland Baltimore County,"1000 Hilltop Circle, Baltimore, United States"
1637941,University of California-San Diego,"Office of Contract & Grant Admin, La Jolla, United States"
1637947,Mount Holyoke College,"50 College Street, South Hadley, United States"
1637949,Johns Hopkins University,"3400 N CHARLES ST, Baltimore, United States"
1637953,Carnegie-Mellon University,"5000 Forbes Avenue, PITTSBURGH, United States"
1637960,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1637961,Purdue University,"Young Hall, West Lafayette, United States"
1637973,Smithsonian Institution,"Office of Sponsored Projects, Arlington, United States"
1637991,University of Delaware,"210 Hullihen Hall, Newark, United States"
1638007,University of Delaware,"210 Hullihen Hall, Newark, United States"
1638017,Sisseton Wahpeton Community College,"Old Agency Box 689, Sisseton, United States"
1638034,University of Florida,"1 UNIVERSITY OF FLORIDA, GAINESVILLE, United States"
1638047,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1638060,University of Central Florida,"4000 CNTRL FLORIDA BLVD, ORLANDO, United States"
1638070,Stanford University,"3160 Porter Drive, Palo Alto, United States"
1638072,Toyota Technological Institute at Chicago,"6045 S. Kenwood Avenue, Chicago, United States"
1638073,William Marsh Rice University,"6100 MAIN ST, Houston, United States"
1638099,University of Nebraska-Lincoln,"151 Prem S. Paul Research Center, Lincoln, United States"
1638107,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1638133,The Geochemical Society,"Carnegie Institution for Science, Washington, United States"
1638137,Arizona State University,"ORSPA, TEMPE, United States"
1638156,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1638163,University of California-Los Angeles,"10889 Wilshire Boulevard, LOS ANGELES, United States"
1638164,University of Alaska Fairbanks Campus,"West Ridge Research Bldg 008, Fairbanks, United States"
1638166,Lehigh University,"Alumni Building 27, Bethlehem, United States"
1638167,Michigan State University,"Office of Sponsored Programs, East Lansing, United States"
1638168,University of Rhode Island,"RESEARCH OFFICE, KINGSTON, United States"
1638186,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1638191,University of California-San Francisco,"1855 Folsom St Ste 425, San Francisco, United States"
1638194,University of Wisconsin-Madison,"21 North Park Street, MADISON, United States"
1638195,University of California-San Francisco,"1855 Folsom St Ste 425, San Francisco, United States"
1638197,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1638199,University of Michigan Ann Arbor,"3003 South State St. Room 1062, Ann Arbor, United States"
1638207,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1638213,Arizona State University,"ORSPA, TEMPE, United States"
1638214,University of California-Santa Barbara,"Office of Research, Santa Barbara, United States"
1638216,University of Southern California,"University Park, Los Angeles, United States"
1638219,University of California-Riverside,"Office of Research, RIVERSIDE, United States"
1638224,East Carolina University,"Office of Sponsored Programs, Greenville, United States"
1638230,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1638234,Northeastern University,"360 HUNTINGTON AVE, BOSTON, United States"
1638235,Gordon Research Conferences,"512 Liberty Lane, West Kingston, United States"
1638256,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1638258,University of Texas at Austin,"101 E. 27th Street, Suite 5.300, Austin, United States"
1638264,Cornell University,"373 Pine Tree Road, Ithaca, United States"
1638268,Georgia Tech Research Corporation,"Office of Sponsored Programs, Atlanta, United States"
1638270,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1638273,Texas A&M University Main Campus,"400 Harvey Mitchell Pkwy South, College Station, United States"
1638278,Portland State University,"1600 SW 4th Ave, Portland, United States"
1638283,Virginia Polytechnic Institute and State University,"Sponsored Programs 0170, BLACKSBURG, United States"
1638284,Colorado State University,"601 S Howes St, Fort Collins, United States"
1638289,University of Mississippi,"100 BARR HALL, UNIVERSITY, United States"
1638290,Louisiana State University & Agricultural and Mechanical College,"202 Himes Hall, Baton Rouge, United States"
1638296,University of New Hampshire,"51 COLLEGE RD SERVICE BLDG 107, Durham, United States"
1638298,National Academy of Sciences,"500 FIFTH STREET NW, Washington, United States"
1638301,University of South Florida,"3702 Spectrum Blvd., Tampa, United States"
1638302,Northeastern University,"360 HUNTINGTON AVE, BOSTON, United States"
